0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.868899911112512200e+02	7.275221888502765404e-04	3.787888052779415093e-01
1.520851993203496932e+03	1.406459631757602923e-03	3.536872179948469253e-01
2.209556304249134882e+03	2.043530496679851326e-03	3.321018367415976558e-01
2.859327449585154227e+03	2.644585526486349387e-03	3.134247220210301665e-01
3.475406931483778862e+03	3.214473559892764339e-03	2.971654969461797191e-01
4.062161198011654506e+03	3.757233924996623581e-03	2.829270026827477302e-01
4.623246772850307025e+03	4.276249201854788289e-03	2.703862337573070818e-01
5.161741799255064507e+03	4.774366914379033801e-03	2.592793692692176855e-01
5.680251183084285003e+03	5.253996798448849065e-03	2.493899883192202682e-01
6.180990925973888807e+03	5.717188818631584180e-03	2.405397663793668872e-01
6.665856009233197256e+03	6.165695967541744323e-03	2.325811090965171080e-01
7.136475237279184512e+03	6.601025001381633471e-03	2.253913026895439098e-01
7.594255711835830880e+03	7.024477582847746954e-03	2.188678544359679012e-01
8.040419035357153007e+03	7.437183772710123306e-03	2.129247694121186307e-01
8.476030896427664629e+03	7.840129399043356886e-03	2.074895657261261739e-01
8.902025342316243041e+03	8.234178511538797415e-03	2.025008738314864332e-01
9.319224772200379448e+03	8.620091877012004550e-03	1.979064990815947722e-01
9.728356471766570394e+03	8.998542275345289970e-03	1.936618527370196352e-01
1.013006634278226920e+04	9.370127200509458659e-03	1.897286768926414735e-01
1.052493034969581640e+04	9.735379449620870651e-03	1.860740045728785652e-01
1.091346410151509735e+04	1.009477598695832264e-02	1.826693085645101633e-01
1.129613090508683490e+04	1.044874539388628357e-02	1.794898021975578351e-01
1.167334856074826166e+04	1.079767415536014852e-02	1.765138628452992131e-01
1.204549511949935732e+04	1.114191198574690164e-02	1.737225548573984868e-01
1.241291377950666902e+04	1.148177635845349341e-02	1.710992333225579143e-01
1.277591706668479128e+04	1.181755637326666920e-02	1.686292137552707349e-01
1.313479041757608320e+04	1.214951607076927495e-02	1.662994957294960663e-01
1.348979526140714006e+04	1.247789728345453757e-02	1.640985308064343562e-01
1.384117168097848662e+04	1.280292209722764737e-02	1.620160269535113329e-01
1.418914071810437781e+04	1.312479498408862869e-02	1.600427831278707358e-01
1.453390637800235709e+04	1.344370465632082311e-02	1.581705488788021086e-01
1.487565737781475946e+04	1.375982568398239486e-02	1.563919047712300225e-01
1.521456867691677871e+04	1.407331991053451491e-02	1.547001601948393701e-01
1.555080282049450761e+04	1.438433769573094732e-02	1.530892657385925504e-01
1.588451112280533016e+04	1.469301901020262854e-02	1.515537378081689701e-01
1.621583471235137949e+04	1.499949440230240010e-02	1.500885935677705729e-01
1.654490545773662598e+04	1.530388585457412645e-02	1.486892946164484475e-01
1.687184679010934633e+04	1.560630754455651428e-02	1.473516980774008944e-01
1.719677443570038668e+04	1.590686652241978319e-02	1.460720139983084087e-01
1.751979706997649919e+04	1.620566331609136351e-02	1.448467681410642582e-01
1.784101690325452728e+04	1.650279247297866542e-02	1.436727693877162260e-01
1.816053020622121767e+04	1.679834304610094281e-02	1.425470811120137793e-01
1.847842778262052161e+04	1.709239903134794278e-02	1.414669959674971222e-01
1.879479539537163873e+04	1.738503976165935161e-02	1.404300136273618493e-01
1.910971415153589260e+04	1.767634026313702825e-02	1.394338210816087331e-01
1.942326085083018188e+04	1.796637157743583360e-02	1.384762751556248839e-01
1.973550830177054377e+04	1.825520105421052017e-02	1.375553869635313953e-01
2.004652560900940080e+04	1.854289261691527066e-02	1.366693080508896985e-01
2.035637843497608992e+04	1.882950700483242146e-02	1.358163180161689187e-01
2.066512923855019108e+04	1.911510199385529560e-02	1.349948134297387914e-01
2.097283749316064132e+04	1.939973259823895776e-02	1.342032978940294052e-01
2.127955988641831209e+04	1.968345125526838393e-02	1.334403731096455437e-01
2.158535050314148248e+04	1.996630799456432931e-02	1.327047308301899375e-01
2.189026099342035377e+04	2.024835059354958278e-02	1.319951456039188675e-01
2.219434072717233357e+04	2.052962472041852671e-02	1.313104682134701440e-01
2.249763693648746266e+04	2.081017406581204404e-02	1.306496197361903533e-01
2.280019484690827449e+04	2.109004046425624543e-02	1.300115861572606057e-01
2.310205779867384626e+04	2.136926400631763978e-02	1.293954134761760300e-01
2.340326735884173468e+04	2.164788314231996108e-02	1.288002032543374420e-01
2.370386342510675968e+04	2.192593477838019125e-02	1.282251085577640337e-01
2.400388432205175195e+04	2.220345436544386361e-02	1.276693302543532860e-01
2.430336689048857443e+04	2.248047598192852783e-02	1.271321136298017296e-01
2.460234657048246299e+04	2.275703241052409731e-02	1.266127452904420858e-01
2.490085747859323237e+04	2.303315520964350702e-02	1.261105503247911819e-01
2.519893247981563763e+04	2.330887477996989449e-02	1.256248896987658958e-01
2.549660325465359347e+04	2.358422042650238845e-02	1.251551578622623340e-01
2.579390036172169130e+04	2.385922041646456118e-02	1.247007805471956610e-01
2.609085329623179132e+04	2.413390203340627302e-02	1.242612127392346694e-01
2.638749054468780741e+04	2.440829162779807951e-02	1.238359368073236044e-01
2.668383963608364866e+04	2.468241466439086498e-02	1.234244607767439744e-01
2.697992718987137778e+04	2.495629576658784515e-02	1.230263167329116031e-01
2.727577896094427706e+04	2.522995875805518831e-02	1.226410593444278302e-01
2.757141988185737500e+04	2.550342670177727783e-02	1.222682644950137260e-01
2.786687410248798915e+04	2.577672193674382037e-02	1.219075280150122981e-01
2.816216502732393201e+04	2.604986611244251848e-02	1.215584645040261452e-01
2.845731535054777487e+04	2.632288022131297131e-02	1.212207062370757038e-01
2.875234708907477398e+04	2.659578462930770049e-02	1.208939021473951492e-01
2.904728161368651854e+04	2.686859910469158522e-02	1.205777168796063337e-01
2.934213967839353791e+04	2.714134284520309734e-02	1.202718299076176584e-01
2.963694144814569881e+04	2.741403450368713399e-02	1.199759347120942787e-01
2.993170652500406868e+04	2.768669221230470393e-02	1.196897380128084526e-01
3.022645397287507876e+04	2.795933360541264304e-02	1.194129590516223721e-01
3.052120234090273152e+04	2.823197584120202067e-02	1.191453289222040302e-01
3.081596968560647292e+04	2.850463562217622759e-02	1.188865899429282780e-01
3.111077359184541274e+04	2.877732921454341161e-02	1.186364950697313819e-01
3.140563119268229275e+04	2.905007246659113695e-02	1.183948073459411138e-01
3.170055918821876185e+04	2.932288082610946811e-02	1.181612993863815908e-01
3.199557386346456406e+04	2.959576935692041083e-02	1.179357528932559601e-01
3.229069110530048783e+04	2.986875275456904108e-02	1.177179582015272091e-01
3.258592641859090145e+04	3.014184536122797853e-02	1.175077138517071906e-01
3.288129494149596576e+04	3.041506117986155638e-02	1.173048261881187299e-01
3.317681146003289177e+04	3.068841388769531775e-02	1.171091089808696806e-01
3.347249042192861816e+04	3.096191684903001201e-02	1.169203830698972713e-01
3.376834594980784459e+04	3.123558312744093013e-02	1.167384760295878815e-01
3.406439185375240049e+04	3.150942549739547266e-02	1.165632218525803898e-01
3.436064164326863829e+04	3.178345645532337782e-02	1.163944606514750596e-01
3.465710853869924904e+04	3.205768823017281222e-02	1.162320383772640908e-01
3.495380548210523557e+04	3.233213279347646463e-02	1.160758065533923078e-01
3.525074514765256754e+04	3.260680186895943689e-02	1.159256220244315461e-01
3.554793995152730349e+04	3.288170694171092118e-02	1.157813467184359291e-01
3.584540206140822556e+04	3.315685926694660751e-02	1.156428474221057323e-01
3.614314340551687201e+04	3.343226987838012615e-02	1.155099955679542434e-01
3.644117568127212871e+04	3.370794959622877562e-02	1.153826670327353782e-01
3.673951036356508848e+04	3.398390903486785131e-02	1.152607419464261596e-01
3.703815871267901093e+04	3.426015861015686836e-02	1.151441045111275263e-01
3.733713178187088488e+04	3.453670854645256999e-02	1.150326428292773595e-01
3.763644042462990910e+04	3.481356888332324401e-02	1.149262487406215588e-01
3.793609530163478485e+04	3.509074948198429023e-02	1.148248176674124266e-01
3.823610688741749618e+04	3.536826003146239378e-02	1.147282484673646796e-01
3.853648547675738519e+04	3.564611005451014808e-02	1.146364432938959677e-01
3.883724119080942910e+04	3.592430891327482584e-02	1.145493074632461389e-01
3.913838398298788525e+04	3.620286581474086579e-02	1.144667493280738940e-01
3.943992364461236866e+04	3.648178981595261855e-02	1.143886801571605549e-01
3.974186981033029588e+04	3.676108982903020239e-02	1.143150140208784443e-01
4.004423196332369844e+04	3.704077462598583809e-02	1.142456676820982758e-01
4.034701944031498715e+04	3.732085284335439485e-02	1.141805604922393191e-01
4.065024143637769885e+04	3.760133298664331686e-02	1.141196142921736545e-01
4.095390700956180808e+04	3.788222343461117303e-02	1.140627533177234199e-01
4.125802508534343360e+04	3.816353244338366313e-02	1.140099041094971288e-01
4.156260446090687765e+04	3.844526815041465068e-02	1.139609954268387265e-01
4.186765380926457146e+04	3.872743857829713532e-02	1.139159581656654235e-01
4.217318168322747806e+04	3.901005163843595386e-02	1.138747252799923448e-01
4.247919651922350022e+04	3.929311513457988542e-02	1.138372317069459433e-01
4.278570664098257112e+04	3.957663676623041082e-02	1.138034142950917482e-01
4.309272026308392378e+04	3.986062413192299758e-02	1.137732117358942058e-01
4.340024549437698442e+04	4.014508473239149222e-02	1.137465644981659335e-01
4.370829034128059720e+04	4.043002597361997075e-02	1.137234147653326255e-01
4.401686271096550627e+04	4.071545516978654355e-02	1.137037063753945920e-01
4.432597041442436603e+04	4.100137954610318797e-02	1.136873847634254225e-01
4.463562116943525325e+04	4.128780624155711093e-02	1.136743969065067555e-01
4.494582260342251539e+04	4.157474231155693783e-02	1.136646912709600443e-01
4.525658225622065220e+04	4.186219473048947287e-02	1.136582177617712075e-01
4.556790758274264954e+04	4.215017039418792605e-02	1.136549276741019854e-01
4.587980595555814944e+04	4.243867612231668612e-02	1.136547736467856118e-01
4.619228466738697171e+04	4.272771866067797547e-02	1.136577096177110724e-01
4.650535093350749230e+04	4.301730468343956809e-02	1.136636907810053970e-01
4.681901189408755454e+04	4.330744079529090518e-02	1.136726735459383381e-01
4.713327461643822608e+04	4.359813353352792048e-02	1.136846154974516798e-01
4.744814609719271539e+04	4.388938937006854613e-02	1.136994753582554751e-01
